congress;chamber;icpsr;state_icpsr;district_code;state_abbrev;party_code;occupancy;last_means;bioname;bioguide_id;born;died;nominate_dim1;nominate_dim2;nominate_log_likelihood;nominate_geo_mean_probability;nominate_number_of_votes;nominate_number_of_errors;conditional;nokken_poole_dim1;nokken_poole_dim2
116;House;20762;71;14;CA;100;;;Speier, Jackie;S001175;1950;;-0.38;-0.444;-40.81579;0.94751;757;9;;-0.311;-0.249
116;Senate;29732;23;0;MI;100;;;Stabenow, Debbie;S000770;1950;;-0.342;-0.015;-113.09521;0.82449;586;58;;-0.395;-0.113
116;House;21968;61;9;AZ;100;;;Stanton, Greg;S001211;1970;;-0.311;-0.051;-19.95504;0.97512;792;8;;-0.311;-0.051
116;House;21969;33;8;MN;200;;;Stauber, Pete;S001212;1966;;0.281;0.183;-131.32585;0.84595;785;58;;0.286;0.175
116;House;21541;13;21;NY;200;;;Stefanik, Elise;S001196;1984;;0.224;-0.001;-154.68073;0.82258;792;63;;0.23;-0.021
116;House;21970;25;1;WI;200;;;Steil, Bryan;S001213;1981;;0.416;-0.049;-129.56189;0.84768;784;58;;0.419;-0.051
116;House;21971;43;17;FL;200;;;Steube, W. Gregory;S001214;1978;;0.659;-0.334;-126.90525;0.84823;771;56;;0.658;-0.335
116;House;21972;23;11;MI;100;;;Stevens, Haley;S001215;1983;;-0.337;0.363;-40.0117;0.9508;793;16;;-0.337;0.363
116;House;21367;67;2;UT;200;;;Stewart, Chris;S001192;1960;;0.527;0.159;-85.36739;0.89621;779;38;;0.533;0.302
116;House;21163;24;15;OH;200;;;Stivers, Steve;S001187;1965;;0.299;0.272;-122.89717;0.8483;747;52;;0.298;0.279
116;Senate;41500;81;0;AK;200;;;Sullivan, Dan;S001198;1964;;0.485;0.038;-52.5551;0.91573;597;23;;0.514;-0.056
116;House;21747;13;3;NY;100;;;Suozzi, Tom;S001201;1962;;-0.212;0.085;-54.67618;0.93264;784;22;;-0.291;0.281
116;House;21306;71;15;CA;100;;;Swalwell, Eric;S001193;1980;;-0.368;-0.105;-21.28235;0.96566;609;7;;-0.523;0.266
116;House;21312;71;41;CA;100;;;Takano, Mark;T000472;1960;;-0.463;-0.262;-16.81715;0.97864;779;6;;-0.399;-0.366
116;House;21973;49;3;TX;200;;;Taylor, Van;T000479;1972;;0.551;-0.103;-134.62621;0.84332;790;64;;0.55;-0.104
116;Senate;40702;64;0;MT;100;;;Tester, Jon;T000464;1956;;-0.217;0.139;-75.03631;0.88133;594;28;;-0.244;0.128
116;House;29368;46;2;MS;100;;;Thompson, Bennie G.;T000193;1948;;-0.516;0.399;-24.21884;0.96904;770;10;;-0.557;0.226
116;House;20946;14;15;PA;200;;;Thompson, Glenn;T000467;1959;;0.313;0.39;-88.58286;0.89173;773;27;;0.33;0.404
116;House;29901;71;5;CA;100;;;Thompson, Mike;T000460;1951;;-0.395;0.065;-37.07664;0.9534;777;18;;-0.443;0.416
116;House;29572;49;13;TX;200;;;Thornberry, Mac;T000238;1958;;0.525;0.311;-105.7768;0.87102;766;48;;0.503;0.305
116;Senate;29754;37;0;SD;200;;;Thune, John;T000250;1961;;0.411;0.138;-25.47376;0.95936;614;12;;0.394;0.281
116;House;21989;25;7;WI;200;;;Tiffany, Thomas;T000165;1957;;0.644;-0.172;-9.7653;0.90328;96;4;;0.642;-0.177
116;Senate;41504;47;0;NC;200;;;Tillis, Thom;T000476;1960;;0.426;0.062;-35.90521;0.94007;581;16;;0.427;0.195
116;House;21974;48;4;SC;200;;;Timmons, William;T000480;1984;;0.594;0.183;-78.37138;0.89007;673;31;;0.594;0.183
116;House;21111;62;3;CO;200;;;Tipton, Scott;T000470;1956;;0.449;-0.02;-119.93843;0.85931;791;47;;0.437;0.027
116;House;20927;65;1;NV;100;;;Titus, Dina;T000468;1950;;-0.302;-0.216;-20.12435;0.97427;772;8;;-0.369;-0.294
116;House;21975;23;13;MI;100;;;Tlaib, Rashida;T000481;1976;;-0.26;-0.966;-43.26283;0.94658;788;19;;-0.26;-0.966
116;House;20934;13;20;NY;100;;;Tonko, Paul D.;T000469;1949;;-0.42;-0.265;-18.53648;0.97643;777;10;;-0.354;-0.438
116;Senate;29935;14;0;PA;200;;;Toomey, Patrick;T000461;1961;;0.647;-0.287;-56.17619;0.90918;590;22;;0.715;-0.136
116;House;21976;66;2;NM;100;;;Torres Small, Xochiti;T000484;1984;;-0.164;0.314;-98.35507;0.88294;790;41;;-0.164;0.314
116;House;21508;71;35;CA;100;;;Torres, Norma;T000474;1965;;-0.361;0.032;-32.61304;0.9592;783;12;;-0.395;0.071
116;House;21977;3;3;MA;100;;;Trahan, Lori;T000482;1973;;-0.473;-0.187;-18.77729;0.97663;794;6;;-0.473;-0.188
116;House;21978;52;6;MD;100;;;Trone, David;T000483;1955;;-0.266;-0.046;-28.83188;0.96367;779;5;;-0.266;-0.046
116;House;20342;24;10;OH;200;;;Turner, Michael;T000463;1960;;0.271;0.208;-107.03988;0.87208;782;33;;0.304;0.265
116;Senate;29924;66;0;NM;100;;;Udall, Tom;U000039;1948;;-0.453;0.162;-81.06955;0.8744;604;36;;-0.435;0.043
116;House;21979;21;14;IL;100;;;Underwood, Lauren;U000040;1986;;-0.556;0.647;-45.24317;0.9442;788;15;;-0.556;0.647
116;House;15446;23;6;MI;200;;;Upton, Fred;U000031;1953;;0.333;-0.382;-193.30485;0.7827;789;94;;0.241;-0.054
116;House;21980;12;2;NJ;100;;;Van Drew, Jefferson;V000133;1953;;-0.147;0.644;-89.13305;0.85956;589;37;;-0.147;0.643
116;Senate;20330;52;0;MD;100;;;Van Hollen, Chris;V000128;1959;;-0.391;-0.205;-98.76491;0.85164;615;38;;-0.38;-0.322
116;House;21314;71;51;CA;100;;;Vargas, Juan;V000130;1961;;-0.4;0.099;-31.60754;0.96009;776;11;;-0.546;-0.195
116;House;21365;49;33;TX;100;;;Veasey, Marc;V000131;1971;;-0.403;0.285;-31.38628;0.96086;786;10;;-0.338;0.085
116;House;21366;49;34;TX;100;;;Vela, Filemon;V000132;1963;;-0.313;0.413;-88.95624;0.89325;788;35;;-0.426;0.458
116;House;29378;13;7;NY;100;;;Velázquez, Nydia M.;V000081;1953;;-0.547;-0.339;-13.06259;0.98337;779;4;;-0.458;-0.596
116;House;15124;22;1;IN;100;;;Visclosky, Peter;V000108;1949;;-0.402;0.244;-25.15405;0.96858;788;5;;-0.455;0.212
116;House;21337;34;2;MO;200;;;Wagner, Ann;W000812;1962;;0.441;0.137;-135.95857;0.83947;777;57;;0.394;0.116
116;House;20725;23;7;MI;200;;;Walberg, Tim;W000798;1951;;0.517;0.071;-98.73944;0.88152;783;37;;0.466;0.219
116;House;29932;72;2;OR;200;;;Walden, Greg;W000791;1957;;0.334;-0.013;-128.05847;0.8493;784;52;;0.276;0.198
116;House;21543;47;6;NC;200;;;Walker, Mark;W000819;1969;;0.64;0.017;-80.28695;0.89061;693;33;;0.67;0.141
116;House;21330;22;2;IN;200;;;Walorski, Jackie;W000813;1963;;0.426;0.315;-81.68416;0.89898;767;35;;0.39;0.358
116;House;21981;43;6;FL;200;;;Waltz, Michael;W000823;1974;;0.409;-0.142;-138.38821;0.83068;746;66;;0.409;-0.142
116;Senate;40909;40;0;VA;100;;;Warner, Mark;W000805;1954;;-0.201;-0.027;-66.48557;0.89494;599;23;;-0.223;0.003
116;Senate;41301;3;0;MA;100;;;Warren, Elizabeth;W000817;1949;;-0.77;-0.286;-13.01851;0.96515;367;4;;-0.797;-0.377
116;House;20504;43;23;FL;100;;;Wasserman Schultz, Debbie;W000797;1966;;-0.421;0.07;-26.65709;0.9661;773;7;;-0.356;0.104
116;House;29106;71;43;CA;100;;;Waters, Maxine;W000187;1938;;-0.653;-0.073;-54.21731;0.93335;786;18;;-0.594;0.371
116;House;21982;32;2;KS;200;;;Watkins, Steve;W000824;1976;;0.551;0.073;-108.84993;0.87083;787;49;;0.551;0.073
116;House;21538;12;12;NJ;100;;;Watson Coleman, Bonnie;W000822;1945;;-0.626;-0.137;-45.87489;0.94358;790;18;;-0.447;-0.165
116;House;21360;49;14;TX;200;;;Weber, Randy;W000814;1953;;0.71;0.037;-101.31027;0.87412;753;43;;0.726;-0.009
116;House;21116;43;11;FL;200;;;Webster, Daniel;W000806;1949;;0.506;-0.047;-160.0531;0.80667;745;83;;0.559;-0.17
116;House;20750;6;1;VT;100;;;Welch, Peter;W000800;1947;;-0.409;-0.351;-19.56084;0.97492;770;8;;-0.516;-0.318
116;House;21351;24;2;OH;200;;;Wenstrup, Brad;W000815;1958;;0.551;0.19;-89.47425;0.89043;771;32;;0.508;0.259
116;House;21563;42;4;AR;200;;;Westerman, Bruce;W000821;1967;;0.55;0.353;-71.5501;0.91235;780;29;;0.551;0.461
116;House;21983;40;10;VA;100;;;Wexton, Jennifer;W000825;1968;;-0.414;0.494;-28.49748;0.96466;792;16;;-0.414;0.494
116;Senate;40704;5;0;RI;100;;;Whitehouse, Sheldon;W000802;1955;;-0.358;-0.106;-104.32979;0.8322;568;44;;-0.297;-0.04
116;Senate;29534;46;0;MS;200;;;Wicker, Roger;W000437;1951;;0.376;0.348;-27.70927;0.95594;615;8;;0.363;0.196
116;House;21763;14;7;PA;100;;;Wild, Susan;W000826;1957;;-0.381;0.665;-66.25015;0.91936;788;27;;-0.365;0.64
116;House;21364;49;25;TX;200;;;Williams, Roger;W000816;1949;;0.587;0.102;-102.85087;0.87557;774;43;;0.566;0.083
116;House;20138;48;2;SC;200;;;Wilson, Joe;W000795;1947;;0.538;0.107;-111.70364;0.86398;764;51;;0.493;0.125
116;House;21118;43;24;FL;100;;;Wilson, Frederica;W000808;1942;;-0.476;-0.015;-12.11962;0.98324;717;4;;-0.542;0.023
116;House;20756;40;1;VA;200;;;Wittman, Robert J.;W000804;1959;;0.445;-0.019;-128.72308;0.84947;789;56;;0.526;0.143
116;House;21108;42;3;AR;200;;;Womack, Steve;W000809;1957;;0.357;0.586;-66.64063;0.9195;794;23;;0.383;0.614
116;House;21122;44;7;GA;200;;;Woodall, Robert;W000810;1970;;0.596;-0.185;-136.32205;0.8404;784;58;;0.505;0.084
116;House;21984;49;6;TX;200;;;Wright, Ron;W000827;1953;;0.709;-0.095;-67.0956;0.89632;613;24;;0.709;-0.095
116;Senate;14871;72;0;OR;100;;;Wyden, Ron;W000779;1949;;-0.329;-0.471;-118.29255;0.82267;606;61;;-0.376;-0.61
116;House;20723;51;3;KY;100;;;Yarmuth, John A.;Y000062;1947;;-0.379;-0.272;-19.82453;0.97509;786;6;;-0.443;-0.174
116;House;21317;43;3;FL;200;;;Yoho, Ted;Y000065;1955;;0.705;-0.365;-127.01135;0.83683;713;55;;0.718;-0.335
116;House;14066;81;1;AK;200;;;Young, Don;Y000033;1933;;0.284;0.022;-216.84125;0.75007;754;81;;0.33;0.113
116;Senate;21133;22;0;IN;200;;;Young, Todd;Y000064;1972;;0.474;-0.028;-70.30104;0.88995;603;33;;0.465;-0.351
116;House;21539;13;1;NY;200;;;Zeldin, Lee;Z000017;1980;;0.388;-0.131;-165.57085;0.80919;782;74;;0.421;-0.159
